id_debiteur;numero_creance;type_creance;nature_creance;montant_cnss;total;restant;numero_dossier
82;31563;;;;488132.17;488132.17;G114268
83;274308;;;;483876.22;483876.22;J102274
84;465602;;;;483048.77;483048.77;M21915
85;292345;;;;482021.8;482021.8;G34029
86;274531;;;;481821.25;481821.25;C252786
87;416885;;;;478932.52;478932.52;ZZ22830
88;80732;;;;478263.29;478263.29;Z2895
89;87958;;;;477668.75;477668.75;H130446
90;71971;;;;476364.67;476364.67;M123
91;25743;;;;475140.87;475140.87;D24584
92;253955;;;;471934.46;471934.46;D188118
93;55945;;;;464936.82;464936.82;J109557
94;366156;;;;463885.35;463885.35;C421053-C6
95;260857-259370;;;;461741.75;461741.75;M43351
96;28276;;;;461636.21;461636.21;D465184
97;526939;;;;460110.34;460110.34;C6347
98;417667;;;;459691.23;459691.23;Z24588
99;380389;;;;447208.96;447208.96;G46313
100;33133;;;;436237.97;436237.97;F69718
101;245542;;;;432909.43;432909.43;C350615
102;85890;;;;429206.91;429206.91;W40376
103;140624;;;;420872.57;420872.57;RC1003
104;68896;;;;418849.47;418849.47;J47519
105;368842;;;;417786.57;417786.57;I243134
106;318698;;;;415169.19;415169.19;C233264
107;417453;;;;413665.93;413665.93;C362017
108;294175;;;;412446.7;412446.7;D73524
109;526912;;;;410887.32;410887.32;M101256
110;27823;;;;407462.4;407462.4;A24106
111;432724;;;;404147.18;404147.18;C206576
112;416762;;;;403430.52;403430.52;M28697
113;151978;;;;401058.66;401058.66;X11582
114;526919;;;;400415.09;400415.09;F129150
115;194072;;;;399378.64;399378.64;GN190060
116;380249;;;;398604.53;398604.53;D213207
117;253379;;;;398058.99;398058.99;G77790
118;31532;;;;391271.96;391271.96;Y1069
119;147829;;;;388903.69;388903.69;M43607
120;28432;;;;386547.18;386547.18;G160491
121;377232;;;;385308.71;385308.71;B3073
122;152141;;;;385290.27;385290.27;A115757
123;356;;;;383543.48;213543.48;Y84058
124;146067;;;;379068.36;379068.36;GN3500
125;377238;;;;375068.6;375068.6;D89775
126;254035;;;;374844.14;374844.14;M3212
127;25237;;;;371198.63;371198.63;A535707
128;32053;;;;370246.42;370246.42;M4708
129;155462;;;;370231.25;370231.25;Y15117
130;146172;;;;365688.83;365688.83;V90363
131;149565;;;;363936.66;363936.66;RC40593
132;301126;;;;362885.39;362885.39;G50438
133;377574;;;;359793.31;359793.31;V42759
134;151582;;;;355044.79;355044.79;CI817
135;269052;;;;354450.6;354450.6;V35942
136;151488;;;;349148.83;349148.83;X748
137;526337;;;;348725.58;348725.58;M48070
138;28226;;;;347049.75;347049.75;A233662
139;373;;;;343480.26;343480.26;MA1130
140;26792;;;;341702.08;341702.08;I191753
141;318581;;;;338926.06;338926.06;M46890
142;152025;;;;337697.28;337697.28;G131860
143;31951;;;;336796.57;336796.57;GN16044
144;377639;;;;332523.07;332523.07;G85903
145;377298;;;;328866.54;328866.54;MC6621
146;155424;;;;327247.01;327247.01;J143384
147;13165;;;;324525.12;324525.12;J3830
148;368647;;;;324143.47;324143.47;D200443
149;253387;;;;322285.98;322285.98;X4105
150;422849;;;;319878.83;319878.83;AD12861
151;1617;;;;319344.85;319344.85;GN15486
152;377892;;;;316530.7;316530.7;M52581
153;151797;;;;314742.49;314742.49;M9272
154;30664;;;;310854.96;310854.96;A112646
155;2429;;;;308826.79;308826.79;A37453
156;3189;;;;307626.53;307626.53;DA10481
157;253542;;;;302365.08;142365.08;K46000
158;495921;;;;301958.4;301958.4;J1751
159;368938;;;;300402.56;300402.56;J85636
160;12785;;;;296689.24;296689.24;J26276
161;273030;;;;294123.06;294123.06;M218899
162;28142;;;;292963.05;292963.05;V60095
163;266580;;;;292710.17;92710.17;X830
164;525930;;;;292015.89;292015.89;RC572
165;423406;;;;290351.79;290351.79;F18784
166;245371;;;;289577.92;289577.92;A535657
167;47481;;;;289526.51;289526.51;D359746
168;513155;;;;288391.29;288391.29;Q44307
169;284936;;;;284417.5;284417.5;Z18168
170;212196;;;;283445.41;283445.41;B38711
171;27941;;;;282756.43;282756.43;X35566
172;526573;;;;282752.44;282752.44;J86385
173;369219;;;;278628.07;278628.07;H56122
174;152379;;;;278560.03;278560.03;I208312
175;318725;;;;276976.32;276976.32;M53592
176;28332;;;;276243.16;276243.16;S121247
177;57536;;;;273701.03;273701.03;UC17605
178;59890;;;;268050.69;268050.69;B185723
179;591;;;;268034.71;268034.71;GK21746
180;378430;;;;267014.44;207014.44;C224662
181;294582;;;;266473.58;266473.58;G151875
182;378063;;;;265712.54;265712.54;RC9863
183;499269;;;;264885.98;264885.98;V41764
184;151503;;;;264009.95;64009.95;X3478
185;136742;;;;261604;261604;A35146
186;1684;;;;261344.41;11344.41;L72025
187;495936;;;;258547.03;258547.03;G33962
188;377337;;;;257870.77;257870.77;A143064
189;32983;;;;256059.25;256059.25;C602015
190;489905;;;;255041.19;255041.19;M33398
191;30641;;;;251941.73;251941.73;SH285
192;449180;;;;250344.56;250344.56;ZZ66842
193;777885;;;;249421.11;249421.11;W80661
194;409701;;;;247423.11;247423.11;V2243
195;329789;;;;246194.46;246194.46;D47172
196;513136;;;;246144.05;246144.05;X12354
197;526517;;;;242350.03;242350.03;M24645
198;152130;;;;241959.32;241959.32;D25899
199;513160;;;;240948.75;240948.75;Z28642
200;2694;;;;239396.19;239396.19;J149310
201;369418;;;;235545.42;235545.42;W83027
202;409600;;;;234935.63;234935.63;GN7379
203;377279;;;;233417.17;233417.17;E191147
204;32565;;;;233352.66;233352.66;T108089
205;2213;;;;232558.92;0.92000000001281;B53394
206;272778;;;;231302.83;231302.83;F615327
207;381237;;;;230497.34;230497.34;G126392
208;82373;;;;230340.3;230340.3;ZZ35795
209;49411;;;;230267.27;230267.27;E15099
210;144826;;;;229410.31;229410.31;C1331
211;28216;;;;229148.49;229148.49;H107486
212;338110;;;;227067.67;227067.67;W73936
213;409716;;;;224722.36;224722.36;E142580
214;46852;;;;222739.39;222739.39;A260361
215;301483;;;;220487.34;220487.34;ELHAJJAJIBOUAZZA547884
216;547884;;;;219861.09;219861.09;M55794
217;155428;;;;219240.31;219240.31;C14370
218;417305;;;;216789.59;216789.59;J814478
219;12715;;;;214936.55;214936.55;X111111
220;422810;;;;212977.76;212977.76;GB844
221;123983;;;;212957.94;212957.94;J195182
222;268874;;;;212587.34;212587.34;N37738
223;282611;;;;211303.5;211303.5;Y21586
224;419778;;;;210599.78;210599.78;H22199
225;71844;;;;210536.19;210536.19;XA4939
226;526670;;;;209695.83;128195.83;H215619
227;343081;;;;209587.78;209587.78;C18879
228;25125;;;;208987.09;178987.09;J83411
229;13249;;;;207026.45;207026.45;A208900
230;2200;;;;205974.93;205974.93;A61668
231;2435;;;;205770.29;205770.29;M59794
232;25697;;;;202877.34;202877.34;B38233
233;81457;;;;202247.24;202247.24;V11160
234;181750;;;;202180.61;202180.61;D210542
235;253439;;;;201922.72;201922.72;C186195
236;294226;;;;201463.37;201463.37;V28849
237;148882;;;;201353.5;201353.5;ZZ66894
238;777943;;;;200711.1;200711.1;L201957
239;133980;;;;198557.19;198557.19;M36946
240;27554;;;;198538.93;198538.93;Y47286
241;144697;;;;197164.88;197164.88;A591148
242;431829;;;;195810.24;195810.24;CB4633
243;389795;;;;194824.46;194824.46;D18389
244;25758;;;;194631.13;194631.13;W6352
245;81453;;;;193821.57;193821.57;BH305830
246;281214;;;;192469.41;192469.41;V42559
247;148895;;;;188007.43;188007.43;X81172
248;526215;;;;187651.12;187651.12;AD28502
249;9188;;;;186668.1;186668.1;J80912
250;440365;;;;185922.01;185922.01;V9696
251;180797;;;;185781.47;185781.47;A206613
252;431436;;;;185061.15;185061.15;C231272
253;417422;;;;183568.26;183568.26;B789525
254;260363;;;;183290.25;83290.25;D84240
255;513287;;;;181934.97;181934.97;X123814
256;423044;;;;181791.92;181791.92;C225289
257;294564;;;;181632.34;181632.34;M102986
258;152008;;;;181378.16;181378.16;T68331
259;151781;;;;180427.59;180427.59;D203349
260;256118;;;;180136.78;180136.78;Y40297
261;145529;;;;179187.83;179187.83;A231821
262;9263;;;;178374.3;78374.3;M103259
263;151937;;;;177274.43;177274.43;V36004
264;329959;;;;176533.78;176533.78;A119774
265;2579;;;;175481.89;175481.89;GK0000
266;380238;;;;174326.62;174326.62;B578804
267;23408;;;;173230.97;173230.97;X15915
268;422538;;;;172967.57;172967.57;M186534
269;152937;;;;171686.34;171686.34;X49224
270;126047;;;;169851.65;169851.65;B22617
271;137269;;;;169764.21;169764.21;V28935
272;180856;;;;169150.28;169150.28;D200256
273;253560;;;;168718.34;168718.34;G25964
274;119634;;;;167892.84;167892.84;V59338
275;148826;;;;166662.24;166662.24;G19663
276;33058;;;;165724.37;165724.37;AB168632
277;433179;;;;165388.54;165388.54;A230833
278;9129;;;;165065.84;165065.84;C67093
279;260944;;;;164546.54;44546.54;E77747
280;145721;;;;164396.21;164396.21;G93285
281;498479;;;;163448.8;163448.8;F31874
282;237778;;;;161757.66;161757.66;B40238
283;18946;;;;161102.89;161102.89;D200017
284;256040;;;;161059.5;161059.5;TA43151
285;460137;;;;159207.75;19207.75;B531849
286;23427;;;;159050.47;159050.47;A187224
287;3222;;;;158190.15;158190.15;M11163
288;151794;;;;157749.88;157749.88;X17519
289;422548;;;;157685.76;157685.76;M17867
290;151799;;;;157210.14;157210.14;D91992
291;513292;;;;155900.58;155900.58;W828
292;81993;;;;155874.35;155874.35;W70734
293;409634;;;;155748.62;155748.62;V24962
294;181997;;;;153885.05;153885.05;X2378
295;526229;;;;152391.51;152391.51;M16132
296;151806;;;;151416.96;151416.96;B436400
297;152355;;;;151403.91;151403.91;C87572
298;513200;;;;150880.97;150880.97;V36199
299;220278;;;;150318.02;150318.02;A214500
300;498;;;;148776.36;148776.36;M194011
301;151758;;;;148531.05;148531.05;V28622
302;149123;;;;146685.06;146685.06;Y2412
303;144752;;;;146241.91;146241.91;G43156
304;274143;;;;145447.38;145447.38;D20055
305;330062;;;;144493.9;144493.9;W16567
306;410179;;;;141696.81;141696.81;E4650
307;381416;;;;141077.23;141077.23;X20524
308;526532;;;;140714.53;140714.53;SH1322
309;449249;;;;140364.27;140364.27;W89669
310;410033;;;;138939.38;138939.38;GN3420
311;377539;;;;138545.38;138545.38;I209180
312;19292;;;;138537.62;138537.62;V44563
313;148852;;;;138245.31;138245.31;OD417
314;449482;;;;137664.39;137664.39;A43976
315;463582;;;;137192.14;137192.14;G65671
316;377327;;;;136741.47;136741.47;G91983
317;377378;;;;136636.86;136636.86;D44834
318;253885;;;;136184.81;136184.81;T118954
319;2178;;;;136075.15;136075.15;B455628
320;145043;;;;135483.83;135483.83;M180720
321;151828;;;;135248.05;135248.05;G217496
322;274183;;;;134785.48;134785.48;M5886
323;155449;;;;134425.07;134425.07;G33014
324;33708;;;;133912.27;58912.27;AD54169
325;4,30623E+13;;;;52664.2;52664.2;J110126
326;4,30643E+13;;;;251790.32;251790.32;CD223155
327;4,30634E+13;;;;64990.23;63990.23;E236299
328;4,30599E+13;;;;5000.06;2056.59;BH354009
329;4,3058E+13;;;;39910.61;39910.61;B444665
330;4,30622E+13;;;;44592.76;44592.76;G152056
331;4,30644E+13;;;;3908.28;3908.28;BJ365935
332;4,30635E+13;;;;148702.38;148702.38;Z4172
333;4,30642E+13;;;;2092.3;2092.3;BH581204
334;4,3062E+13;;;;54607.38;54607.38;F530354
335;4,30695E+13;;;;1809;0;BJ206432
336;4,30606E+13;;;;47838.95;47838.95;Q217958
337;4,30591E+13;;;;6335.23;2336.23;BH350647
338;4,30639E+13;;;;76217.95;76217.95;BE536420
339;4,30636E+13;;;;90613.91;45000.91;E568319
340;4,30608E+13;;;;4490.4;1306.1;CB252008
341;4,30583E+13;;;;48009.12;48009.12;BK338734
342;4,3063E+13;;;;130618.7;33818.7;B164742
343;4,30621E+13;;;;80345.58;80345.58;BB27971
344;4,30609E+13;;;;75555.35;75555.35;BH277558
345;4,30585E+13;;;;48830.6;48830.6;PB41935
346;4,30635E+13;;;;77070.98;77070.98;BB40586
347;4,3061E+13;;;;66008.6;66008.6;BJ401535
348;4,30691E+13;;;;2473.9;2473.9;BH301185
349;4,30637E+13;;;;5640.53;5640.53;WA249067
350;4,30637E+13;;;;50896.35;50896.35;JE207182
351;4,30634E+13;;;;88810.57;88810.57;M353302
352;4,30617E+13;;;;56613.7;56613.7;BH485058
353;4,30645E+13;;;;311344.92;311344.92;BB66543
354;4,30631E+13;;;;59511.54;45511.54;GK100774
355;4,30642E+13;;;;77886.14;77886.14;Z431138
356;4,30633E+13;;;;71786.91;71786.91;BE819346
357;4,3064E+13;;;;39265.79;31268.79;F577738
358;4,30646E+13;;;;110697.28;110697.28;B445044
359;4,306E+13;;;;219322.74;219322.74;BJ349353
360;4,30621E+13;;;;20820.42;20820.42;AB129075
361;4,30645E+13;;;;15116.85;15116.85;BE768778
362;4,30638E+13;;;;68136.39;62136.39;X259645
363;4,30689E+13;;;;104974.51;104974.51;VA49010
364;4,30577E+13;;;;78879.21;78879.21;AA20116
365;4,30628E+13;;;;33568.11;568.11;M351020
366;4,30593E+13;;;;52625.53;52625.53;BH580683
367;4,3069E+13;;;;2367.9;2367.9;F421457
368;4,30595E+13;;;;3850;3252.6;AB111368
369;4,30618E+13;;;;161821.12;161821.12;T45131
370;4,30699E+13;;;;2259;2259;AB607382
371;4,30601E+13;;;;5601;4362.73;A488247
372;4,30495E+13;;;;10765.5;10765.5;A499477
373;4,30452E+13;;;;5510.29;5510.29;AB176447
374;4,30632E+13;;;;98526.68;98526.68;AD98038
375;4,30634E+13;;;;113275.5;113275.5;AE35109
376;4,30575E+13;;;;14752.1;256.1;B467929
377;4,3067E+13;;;;83344.02;83344.02;B480490
378;4,30658E+13;;;;29051.99;28541.99;BB116716
379;4,30654E+13;;;;81957.68;81957.68;BB118157
380;4,30664E+13;;;;140655.86;140655.86;BB118455
381;4,30651E+13;;;;295015.82;295015.82;BB79893
382;4,30609E+13;;;;45960.2;0;BE449551
383;4,30625E+13;;;;54040.64;54040.64;BH247878
384;4,30535E+13;;;;38731.28;38731.28;BH266992
385;4,305E+13;;;;36887.03;33387.03;BH451324
386;4,30529E+13;;;;43072.87;1200;BH84723
387;4,30649E+13;;;;94340.56;45080.78;BJ130030
388;4,30457E+13;;;;32457.42;31957.42;BJ285782
389;4,30557E+13;;;;60577.77;58577.77;BJ303614
390;4,30673E+13;;;;64595.85;64595.85;BJ364710
391;4,30515E+13;;;;1724.1;1724.1;BJ388785
392;4,30666E+13;;;;209582.25;209582.25;BK396957
393;4,30665E+13;;;;81058.28;81058.28;CD311103
394;4,3061E+13;;;;1801.2;1801.2;D823453
395;4,30564E+13;;;;66172.61;66172.61;E537428
396;4,30679E+13;;;;2213.2;2213.2;E768721
397;4,30648E+13;;;;39629.88;37929.88;F220557
398;4,30653E+13;;;;17507.26;17507.26;F26871
399;4,30548E+13;;;;276957.49;265457.49;F532926
400;4,3067E+13;;;;88827.56;88827.56;FL9587
401;4,30648E+13;;;;8334.83;-63.17;G544534
402;4,30627E+13;;;;52793.8;52793.8;G900510
403;4,30629E+13;;;;96698.09;96698.09;GA106699
404;4,30504E+13;;;;104613.88;104613.88;H481818
405;4,3067E+13;;;;29826.15;29826.15;I371241
406;4,30669E+13;;;;130224.95;121724.95;J437567
407;4,30574E+13;;;;72871.01;72871.01;K340903
408;4,30682E+13;;;;180109.93;180109.93;K492080
409;4,30658E+13;;;;2301;2301;K522458
410;4,30572E+13;;;;154249.8;154249.8;M418598
411;4,3032E+13;;;;4260.79;4260.79;M447245
412;4,30563E+13;;;;85726.59;85726.59;M60334
413;4,30466E+13;;;;33962.34;33962.34;SH33911
414;4,3069E+13;;;;15444.63;15444.63;WB154253
415;4,30664E+13;;;;69568.58;30570.58;X202510
416;4,30666E+13;;;;75706.85;0;Y313389
417;4,30667E+13;;;;2588.4;2588.4;WA200130
418;4,30669E+13;;;;12093.4;12093.4;K390438
419;4,30669E+13;;;;43264.43;43264.43;BL41742
420;4,30669E+13;;;;185979.05;185979.05;JT9410
421;4,3067E+13;;;;163505.8;163505.8;BM32363
422;4,3067E+13;;;;25186.14;25186.14;M371968
423;4,30671E+13;;;;29943.03;29943.03;G687114
424;4,30671E+13;;;;1625.8;1625.8;BJ371304
425;4,30672E+13;;;;70669.7;49269.7;BH306092
426;4,30672E+13;;;;3756;3756;AA32378
427;4,30673E+13;;;;8157.6;8157.6;BJ440144
428;4,30674E+13;;;;5438.3;4438.3;BK09398V
429;4,30677E+13;;;;171382.88;171382.88;EE537921
430;4,30677E+13;;;;9892.7;9892.7;B389777
431;4,30677E+13;;;;19042.59;13342.59;CD144693
432;4,30677E+13;;;;63510.92;63510.92;TA104055
433;4,30679E+13;;;;78073.23;78073.23;B411132
434;4,30679E+13;;;;18783.53;18783.53;JC392875
435;4,30679E+13;;;;21735.56;6635.56;G395353
436;4,30681E+13;;;;116060.76;116060.76;BJ04194W
437;4,30682E+13;;;;104076.77;77164.85;E89076
438;4,30683E+13;;;;3350;3350;D937789
439;4,30684E+13;;;;4951.5;4951.5;T268991
440;4,30687E+13;;;;2233.8;2233.8;AB632340
441;4,30688E+13;;;;2034.1;2034.1;BH181041
442;4,30688E+13;;;;153047.84;153047.84;JB92886
443;4,30689E+13;;;;13479.03;13479.03;JB317947
444;4,30689E+13;;;;130863.57;130863.57;H396445
445;4,30689E+13;;;;40402.43;31402.43;EE330500
446;4,3069E+13;;;;12608.6;12608.6;BK311375
447;4,3069E+13;;;;3999.5;3999.5;C794282
448;4,3069E+13;;;;116010.76;116010.76;BJ242978
449;4,3069E+13;;;;8262.86;8262.86;EE347715
450;4,30692E+13;;;;13091.1;13091.1;C396401
451;4,30504E+13;;;;119606;114606;X126203
452;4,30393E+13;;;;12205.14;12205.14;BE796872
453;4,30418E+13;;;;46429.3;46429.3;EB42881
454;4,30691E+13;;;;309456.74;289456.74;B66627
455;4,30651E+13;;;;237212.76;237212.76;BJ162971
456;4,30687E+13;;;;205962.58;205962.58;Z333219
457;4,30631E+13;;;;188267.95;188267.95;C77476
458;4,30551E+13;;;;136102.86;136102.86;A59685
459;4,30224E+13;;;;117698.92;112598.92;JC322607
460;4,30583E+13;;;;109991.92;64491.92;JB315017
461;4,30667E+13;;;;99604.59;99604.59;C171177
462;4,30636E+13;;;;84177.4;84177.4;BK512929
463;4,30632E+13;;;;80389.93;80389.93;CB239777
464;4,3059E+13;;;;75012.25;75012.25;K428070
465;4,30608E+13;;;;60044.61;60044.61;WA129232
466;4,30655E+13;;;;57481.14;57481.14;BH166417
467;4,30113E+13;;;;54349.51;54349.51;G600337
468;4,30568E+13;;;;50126.14;20126.14;BK338734
469;4,30645E+13;;;;46175.52;10375.52;EE103280
470;4,30643E+13;;;;42944.15;39244.15;E381421
471;4,30643E+13;;;;42006.22;42006.22;BH3560
472;4,3052E+13;;;;39656.33;36656.33;BH291271
473;4,30689E+13;;;;31176.45;28177.45;BE759316
474;4,30698E+13;;;;26455.64;26455.64;V123130
475;4,30465E+13;;;;24663.89;24663.89;BJ124552
476;4,30656E+13;;;;23174;17874;T177934
477;4,3047E+13;;;;18875.17;6875.17;AB68686
478;4,30692E+13;;;;17311.8;7311.8;BH286967
479;4,30599E+13;;;;16649.87;12149.87;WB83008
480;4,3062E+13;;;;10155.03;10155.03;L332727
481;4,30608E+13;;;;8694.06;194.06;B733478
482;4,30192E+13;;;;6411.02;6411.02;BE68292
483;4,30486E+13;;;;6584.59;-1000.41;SX643
484;4,30666E+13;;;;3898.94;3898.94;M254381
485;4,30481E+13;;;;3650.34;3650.34;C939520
486;4,3069E+13;;;;2266.4;2266.4;C431952
487;4,306E+13;;;;1861;1861;S431054
488;4,30513E+13;;;;1654.18;1654.18;CD326920
489;4,30562E+13;;;;275989.68999999994;275989.68999999994;GB83523
490;4,30633E+13;;;;121656.81;109532.02;BK292643
491;4,30666E+13;;;;43875.25;38875.25;BE869021
492;4,30673E+13;;;;128524.33;128524.33;EE120877
493;4,30531E+13;;;;211733.64;211733.64;F404294
494;4,30658E+13;;;;18750.59;16839.52;B728828
495;4,3065E+13;;;;255919.78;255919.78;BE743897
496;4,30692E+13;;;;208796.43;208796.43;BK169480
497;4,30126E+13;;;;165407.74;80407.73;BH132254
498;4,30452E+13;;;;152989.31;152989.31;BJ354942
499;4,30679E+13;;;;118073.09;118073.09;DO2605
500;4,30648E+13;;;;105671.77;105671.77;X288059
501;4,30672E+13;;;;81374.44;81374.44;L411915
502;4,30652E+13;;;;67106.52;67106.52;A676006
503;4,30616E+13;;;;58968.48;58968.48;K256087
504;4,30698E+13;;;;53351.03;53351.03;UA61767
505;4,30661E+13;;;;47745.83;47745.83;M415870
506;4,30482E+13;;;;37276.27;11876.27;CD313487
507;4,30697E+13;;;;20975.56;20975.56;G536486
508;4,30557E+13;;;;11735.56;11735.56;B126907
509;4,30707E+13;;;;8387;-2;F243904
510;4,30488E+13;;;;7239;4239;K395441
511;4,30697E+13;;;;5844.7;5844.7;CD11386
512;4,30693E+13;;;;5050;4050;M362754
513;4,30433E+13;;;;4493.6;4493.6;EE357439
514;4,30685E+13;;;;3791.2;3791.2;X312761
515;4,30597E+13;;;;3575.4;3575.4;EE711066
516;4,30708E+13;;;;3271.2;3271.2;W63207
517;4,30584E+13;;;;54588.39;54588.39;GB205983
518;4,30636E+13;;;;2690.11;2690.11;BK21408
519;4,30633E+13;;;;1829.4;1329.4;L315151
520;4,30658E+13;;;;47970.29;47970.29;D138104
521;4,20001E+13;;;;30005.2;30005.2;C75942
522;4,2001E+13;;;;45633.41;45633.41;BE676337
523;4,20011E+13;;;;74557.61;55657.229999999996;BE677395
524;4,301E+13;;;;43009.19;22009.19;BE493526
525;4,30174E+13;;;;32850.43;32850.43;A353010
526;4,30221E+13;;;;106381.64;106381.64;AB122906
527;4,30256E+13;;;;105657.20999999999;105657.20999999999;A21061
528;4,30267E+13;;;;9889.57;9889.57;A341230
529;4,30271E+13;;;;107067.72;107067.72;WA39367
530;4,30291E+13;;;;95066.84;95066.84;K380673
531;4,30313E+13;;;;82732.15;15732.15;H322586
532;4,30347E+13;;;;14276.69;10276.69;AD26692
533;4,3035E+13;;;;16774.4;13372.4;T65018
534;4,30356E+13;;;;32724.62;18974.62;AB250253
535;4,30365E+13;;;;81204.61;81204.61;T174949
536;4,30366E+13;;;;65592.34;53192.34;KB82731
537;4,30366E+13;;;;28391.39;21291.39;EE39470
538;4,30376E+13;;;;29960.12;26960.12;BE762530
539;4,30377E+13;;;;15137.68;15137.68;AD109512
540;4,30386E+13;;;;53515.83;53515.83;D632943
541;4,30387E+13;;;;50382.77;50382.77;A504180
542;4,30396E+13;;;;13577.79;7377.79;L222790
543;4,30398E+13;;;;49482.49;49482.49;WA150513
544;4,30404E+13;;;;81136.1;10936.1;H263464
545;4,30437E+13;;;;72710.67;51310.67;BH576441
546;4,30433E+13;;;;48298.44;48298.44;I644913
547;4,30441E+13;;;;41953.41;27953.41;J416540
548;4,30441E+13;;;;45588.04;16488.04;WA129232
549;4,30443E+13;;;;5505.19;5505.19;A222898
550;4,30444E+13;;;;15548.05;15548.05;A696621
551;4,30448E+13;;;;37319.75;16319.75;T111145
552;4,30448E+13;;;;18128.87;18128.87;BB10891
553;4,30454E+13;;;;82518.26;82518.26;X65102
554;4,30458E+13;;;;42027.66;29527.66;T235444
555;4,30464E+13;;;;30658.32;30658.32;BK334518
556;4,30464E+13;;;;66534.07;66534.07;BJ161810
557;4,30467E+13;;;;89997.12;89997.12;B649612
